instance_id predicted_score
2475218615076601065 0.01033631795140453
398316874173557226 0.032254650494031235
6586402638209028583 0.0284497823438288
1040996105851528465 0.03255739259400046
6316278569655873454 0.03348247867298629
868158305045921978 0.024555830528003184
5713520501786699854 0.031101710163959614
932945015407923184 0.01664259454510373
1919197847086752313 0.02343763149925406
304887065966615346 0.02357785993420715
3282556850371665 0.015365324527808276
8829646398295427742 0.021359936522942245
3177704368658581090 0.011351456361780385
331811904131229654 0.029489118196846856
1529584165704680903 0.020657719749048675
410957802501821801 0.03364452988122928
7858701120525579871 0.017492201331675825
1007593432911733192 0.028719816164761026
6933421324008829721 0.02305845061793266
949601458836318592 0.014965480467982727
1204371563787795352 0.014049938852152397
6697124581068234934 0.008241116856473489
7458626674337135052 0.009247346902152207
6451011837344535814 0.006076380551612445
4970342844069330588 0.008982941997342312
1311037283502827477 0.006086268866207337
5367830782177104937 0.006131433708082785
130085071580390177 0.00513113627251432
5277248246761080968 0.005312769797565026
8248237544078109435 0.005334241125724879
8160495387552112248 0.008503512994525193
4990633888389156703 0.010367013270660263
5367915129338412746 0.009348043144046244
7166315717760973347 0.007436226900634377
3922408194130789536 0.005057388631685011
3198031054131887410 0.003476991147874845
8381639851093431264 0.00808235632469506
4196377277000518389 0.014664232516712441
7216665137006358861 0.005026830385416838
7657988882068327631 0.008079440684261164
6580538684502645403 0.00803257039512933
8285962653536984730 0.009055114237455147
667595007626814688 0.0077811723116732985
794637447406319981 0.007580727597675588
1667489879796904413 0.009071719067094001
7581478598841084967 0.011806633285204062
272473116112748683 0.00592385359333579
7616847274036607679 0.004945324698035815
3090692985891227788 0.010927775753801092
1497475395995941288 0.007751201928451965
441294948945551728 0.007555624561734686
3856621171799337440 0.005533818445978974
7233013970386906908 0.007341470615115087
7782462939020585759 0.007241209644513272
7819341218876328892 0.006693774479426942
8768374492722589767 0.0041483539825116125
7699672123093034935 0.005646380559655117
3105846136880438244 0.0050536305946737555
6362992075498435257 0.004494392715331082
4633007087835435834 0.005542158298787675
3278116017102114132 0.00889389003757105
5363866899442970684 0.003649572591114436
4763880063818181026 0.007544688903719812
6499417853689436305 0.006355992519833203
8825197220275291270 0.006746035731525101
1702555588196061071 0.008740962207822516
6579068549138521196 0.0030236442047305197
6993939747206748437 0.009755947169112544
6426886544329476252 0.009553878854184133
7860426862982048754 0.010056333182355555
2527297114841298382 0.00752778100581079
7933313760459159869 0.007160886441379824
75469955133175158 0.00531566920246258
7906499375892573021 0.004125214628291004
297206904225842053 0.0071504729214406405
1277202590313089835 0.005775226622932463
1897838256899211077 0.005552730630555582
6554880088483459971 0.008022371557590259
6235346144393008382 0.00648563893610642
4934006048075874133 0.00801646708961546
3434477093176970312 0.0050809567071928175
872629453371620942 0.007784993360086071
6562540679725413333 0.006453991823170199
2549347096994045410 0.006078427251263615
4114531809002228993 0.00888987095927075
6947254775144460887 0.005942545584739632
4193769699798080591 0.005153723421502171
4299012801018800018 0.005572789403894477
4659062641181513784 0.008678984434109444
5574367751937642699 0.005688283298217762
6074037798572199156 0.007594911435065589
8024877078089305183 0.009341023871469685
3576745609723701102 0.011372646940889495
4387536418119078860 0.006229175940656375
59596392243977340 0.005583699861582821
2091354043474870892 0.007565228004404608
3966382312694618857 0.008317379136455274
7472760435899602494 0.00854945355773661
3198557291404155567 0.005362055341388336
1340012448531949213 0.005042497824625166
8830478013318984291 0.005788565186779633
4750788892877807074 0.005572135721515129
4489273316708706518 0.0074899667708955755
8244650590101261901 0.008937563831813562
4858740570621533413 0.005454769645588001
6574836078618592522 0.0034173306177983777
8043823938478133928 0.006540250274912721
5560933328574734864 0.007954281167940273
3709060275784363998 0.007729659906736799
6202485565760628927 0.004141866556431586
3941947698604231411 0.007732559778581829
1980180280733366382 0.008426376909752207
7710765171626200752 0.003788209132420085
5824318658173462176 0.006231506282982776
5243054028010204447 0.008186740352938508
1143993040051443911 0.009836954239738668
2037772651107598845 0.00780408416043906
7470734154246698497 0.00648549246313476
2523181996580848656 0.011872668197040841
8452022941451037435 0.007421554815306909
927504634826570733 0.004123539570078904
2597805510581801545 0.004363024665133217
2499080841153987519 0.008424353905179545
163807825264653896 0.006456421604836592
2502678713837987982 0.006060685603307677
1526151713017037622 0.008513542154648208
1768216870621739659 0.007278573985079636
817331509321550604 0.007758736014229766
6686667053967253376 0.007522308335727643
5299583121790369228 0.004152546957672433
5585024284234417351 0.007385944604422413
1604976632639851313 0.00966197356572538
1041212349975192991 0.004675109231060821
802918703517012152 0.005757459938370306
6909182353626620470 0.011124278030758236
1874783208062455148 0.006168426430212563
590370581953806675 0.004490565328094893
4357489829777680958 0.011826110949123218
252205590979964157 0.007272163064114245
3855377415648680657 0.007144918625097149
9108564362830696742 0.006849840191152479
5559112022764482380 0.0071154709849450045
1632910180343132894 0.005525267371976447
6793829579549371789 0.005756938059918541
1118128856472657337 0.0053390098109407525
2892060938155506223 0.00541604006684816
8614041918260246627 0.005091262442742531
6465962103228301432 0.003522389097621749
7162492013828731916 0.008182466854680584
3597080532065967562 0.005821024723876133
150665717183815588 0.007012155738354378
978380972294888193 0.013214023330353557
1628582540909746198 0.0067281874177239085
4855790075544650290 0.007967939877927405
5824427867272718879 0.008306742498875938
6637749344029336154 0.0074150839712504085
5638585955963471374 0.006380570000438823
689702222580461167 0.008205838191415332
3222299540246685987 0.0050394978580332195
497750118749498574 0.009167764994438964
4361351848384171826 0.005784278934962509
7095196713120733301 0.004628660480637389
9070603282890863831 0.006618569535269092
7570581289817443520 0.007559652981035659
5934094750253721488 0.006872991563484208
4080549666881243161 0.005347535695448012
